Firma,Miasto,Telefon,Czy mają własną stronę?,Strona WWW,Instagram,Facebook,Booksy,YouTube,TikTok,Jakość,Notatki scrapera
Aesthé Fotografia Aleksandra Gotner,Tomaszów Mazowiecki,515454078,Nie,,,Tak,,,,,"Uzupełniony profil Google (5 opinii, śr. 5.0) + obecność w social media (Facebook), ale niewielka skala (mało opinii/obserwujących) — brak własnej strony. FB(raw): https://www.facebook.com/magiauczucaleksandragotner | Maps: https://www.google.com/maps/place/Aesth%C3%A9+Fotografia+Aleksandra+Gotner/data=!4m7!3m6!1s0x4719857a0217f3d5:0xce5e339745d75833!8m2!3d51.5452214!4d20.0247545!16s%2Fg%2F11r7647b2j!19sChIJ1fMXAnqFGUcRM1jXRZczXs4?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Grzegorz Leśniewski Magia Fotografii,Tomaszów Mazowiecki,,Tak,http://magiafotografii.weebly.com/,,,,,,,Ma własną stronę WWW (http://magiafotografii.weebly.com/). Maps: https://www.google.com/maps/place/Grzegorz+Le%C5%9Bniewski+Magia+Fotografii/data=!4m7!3m6!1s0x471984d85212929d:0x2e5c2d9f8e98fbdb!8m2!3d51.5393545!4d20.0096699!16s%2Fg%2F11g8tykyjj!19sChIJnZISUtiEGUcR2_uYjp8tXC4?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Małgorzata Justyna fotografia,Tomaszów Mazowiecki,602236185,Nie,,,,,,,,"Uzupełniony profil Google (7 opinii, śr. 5.0) — nie wykryto automatycznie FB/IG/Booksy. Social media NIE zweryfikowane indywidualnie (za duża skala) — sprawdzić ręcznie przed telefonem. Maps: https://www.google.com/maps/place/Ma%C5%82gorzata+Justyna+fotografia/data=!4m7!3m6!1s0x4719852f728b9de3:0xf3a90c124ab3ff1!8m2!3d51.5296516!4d20.0075274!16s%2Fg%2F11h6g14fcd!19sChIJ452Lci-FGUcR8T-rJMGQOg8?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Hokus Fokus Fotografia Hanna Szymczak,Tomaszów Mazowiecki,601301240,Nie,,Tak,Tak,,,,,"Bardzo dobra widoczność: brak własnej strony, ale aktywne social media (Facebook + Instagram) i 11 opinii Google śr. 4.3 — najlepszy typ leada (dużo ruchu, zero www). FB: https://pl-pl.facebook.com/HannaSzymczakFotografia | IG: https://www.instagram.com/hanna.szymczak/ | Maps: https://www.google.com/maps/place/Hokus+Fokus+Fotografia+Hanna+Szymczak/data=!4m7!3m6!1s0x471985260f419e7d:0xa9372f1af11aaa6f!8m2!3d51.5292428!4d20.0214761!16s%2Fg%2F11h0vq0xkl!19sChIJfZ5BDyaFGUcRb6oa8RovN6k?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Nadruki na kubkach i koszulkach,Tomaszów Mazowiecki,447247609,Nie,,,,,,,,"Skąpy profil Google (1 opinii, śr. 5.0) — nie wykryto automatycznie FB/IG/Booksy. Social media NIE zweryfikowane indywidualnie (za duża skala). Maps: https://www.google.com/maps/place/Nadruki+na+kubkach+i+koszulkach/data=!4m7!3m6!1s0x4719854017bfbc63:0x375521dc1f47b9b8!8m2!3d51.5290501!4d20.0193307!16s%2Fg%2F11tbj8_4_6!19sChIJY7y_F0CFGUcRuLlHH9whVTc?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Święte-Wesele Film i Fotografia Ślubna,Tomaszów Mazowiecki,889443484,Nie,,,,,,,,Skąpy profil Google (brak opinii) — nie wykryto automatycznie FB/IG/Booksy. Social media NIE zweryfikowane indywidualnie (za duża skala). Maps: https://www.google.com/maps/place/%C5%9Awi%C4%99te-Wesele+Film+i+Fotografia+%C5%9Alubna/data=!4m7!3m6!1s0x4719853edafec92b:0xa523639527d8a860!8m2!3d51.5417045!4d20.0000513!16s%2Fg%2F11k_4g2snj!19sChIJK8n-2j6FGUcRYKjYJ5VjI6U?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Blank Studio,Tomaszów Mazowiecki,,Tak,http://blankstudio.pl/,,,,,,,Ma własną stronę WWW (http://blankstudio.pl/). Maps: https://www.google.com/maps/place/Blank+Studio/data=!4m7!3m6!1s0x47198525bed217eb:0x2185f25a3a67659e!8m2!3d51.5311945!4d20.0086471!16s%2Fg%2F11zlq4whf!19sChIJ6xfSviWFGUcRnmVnOlryhSE?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Fotografia ślubna fotoduet.pl,Tomaszów Mazowiecki,607194837,Nie,,,,,,,,Skąpy profil Google (brak opinii) — nie wykryto automatycznie FB/IG/Booksy. Social media NIE zweryfikowane indywidualnie (za duża skala). Maps: https://www.google.com/maps/place/Fotografia+%C5%9Blubna+fotoduet.pl/data=!4m7!3m6!1s0x4719856cccf42d8b:0xd1d7a23709464f6a!8m2!3d51.5255198!4d19.9905123!16s%2Fg%2F11wmzv3d2m!19sChIJiy30zGyFGUcRak9GCTei19E?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
KlikStudio Reklama Tomaszów Maz,Tomaszów Mazowiecki,604085641,Tak,http://www.klikstudio.com.pl/,,,,,,,Ma własną stronę WWW (http://www.klikstudio.com.pl/). Maps: https://www.google.com/maps/place/KlikStudio+Reklama+Tomasz%C3%B3w+Maz/data=!4m7!3m6!1s0x47199b255738300b:0x191ea820094b6a7d!8m2!3d51.527925!4d20.0288619!16s%2Fg%2F11scsh8x1w!19sChIJCzA4VyWbGUcRfWpLCSCoHhk?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
thePROMOTION - Projektowanie stron i sklepów WWW,Tomaszów Mazowiecki,534534837,Tak,http://www.thepromotion.pl/,,,,,,,Ma własną stronę WWW (http://www.thepromotion.pl/). Maps: https://www.google.com/maps/place/thePROMOTION+-+Projektowanie+stron+i+sklep%C3%B3w+WWW/data=!4m7!3m6!1s0x47198527cf655013:0x67786ca8fd2a7f87!8m2!3d51.5313516!4d20.0096119!16s%2Fg%2F1q5gmb9pp!19sChIJE1BlzyeFGUcRh38q_ahseGc?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
BRANDmedia,Tomaszów Mazowiecki,447249033,Tak,http://www.brandmedia.pl/,,,,,,,Ma własną stronę WWW (http://www.brandmedia.pl/). Maps: https://www.google.com/maps/place/BRANDmedia/data=!4m7!3m6!1s0x471984d8cff8a4df:0xf0572779268a5271!8m2!3d51.534453!4d20.0014109!16s%2Fg%2F1tgwlfj2!19sChIJ36T4z9iEGUcRcVKKJnknV_A?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Mat Video Multimedia,Tomaszów Mazowiecki,501240619,Tak,http://www.mvm.com.pl/,,,,,,,Ma własną stronę WWW (http://www.mvm.com.pl/). Maps: https://www.google.com/maps/place/Mat+Video+Multimedia/data=!4m7!3m6!1s0x4719852f1e812cb7:0xbdd4c102412381c7!8m2!3d51.5309674!4d20.0086153!16s%2Fg%2F1tfr8yl4!19sChIJtyyBHi-FGUcRx4EjQQLB1L0?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Maxigraf. Studio reklamy,Tomaszów Mazowiecki,507097794,Tak,https://maxigraf.pl/,,,,,,,Ma własną stronę WWW (https://maxigraf.pl/). Maps: https://www.google.com/maps/place/Maxigraf.+Studio+reklamy/data=!4m7!3m6!1s0x4719852935d71719:0xdb10cd1abc1f419c!8m2!3d51.5216953!4d20.0007732!16s%2Fg%2F1td57c5_!19sChIJGRfXNSmFGUcRnEEfvBrNENs?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Palmowski Maciej. Usługi fotograficzne,Sulejów,446172249,Tak,http://www.foto-palmowscy.pl/,,,,,,,Ma własną stronę WWW (http://www.foto-palmowscy.pl/). Maps: https://www.google.com/maps/place/Palmowski+Maciej.+Us%C5%82ugi+fotograficzne/data=!4m7!3m6!1s0x47198d5bb6930583:0x2a54a71198d65acf!8m2!3d51.3548636!4d19.881877!16s%2Fg%2F1x5f92_8!19sChIJgwWTtluNGUcRz1rWmBGnVCo?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Ann Photo Anna Górna,Sulejów,693100808,Nie,,,Tak,,,,,"Bardzo dobra widoczność: brak własnej strony, ale aktywne social media (Facebook) i 26 opinii Google śr. 5.0 — najlepszy typ leada (dużo ruchu, zero www). FB(raw): https://www.facebook.com/Ann.Photography.Sulejow | Maps: https://www.google.com/maps/place/Ann+Photo+Anna+G%C3%B3rna/data=!4m7!3m6!1s0x47199299f6a01807:0xa9688407e1ffa1f8!8m2!3d51.362381!4d19.9129979!16s%2Fg%2F11cnxzdpfc!19sChIJBxig9pmSGUcR-KH_4QeEaKk?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Szkatulski_Photography,Sulejów,669889133,Nie,,Tak,,,,,,"Uzupełniony profil Google + obecność w social media (Instagram), ale niewielka skala (mało opinii/obserwujących) — brak własnej strony. IG(raw): https://www.instagram.com/szkatulski_photography/ | Maps: https://www.google.com/maps/place/Szkatulski_Photography/data=!4m7!3m6!1s0x4719930045d3c705:0x28044931c54107e1!8m2!3d51.3630925!4d19.918288!16s%2Fg%2F11z911fw3m!19sChIJBcfTRQCTGUcR4QdBxTFJBCg?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Magdalena Suszka-Krawiec Fotografia,Sulejów,697035198,Nie,,,Tak,,,,,"Uzupełniony profil Google (4 opinii, śr. 5.0) + obecność w social media (Facebook), ale niewielka skala (mało opinii/obserwujących) — brak własnej strony. FB(raw): https://www.facebook.com/MagdalenaSuszkaKrawiecFotografia/ | Maps: https://www.google.com/maps/place/Magdalena+Suszka-Krawiec+Fotografia/data=!4m7!3m6!1s0x258933164085fe6f:0x1fb8fd33a0f5ba7d!8m2!3d51.3539718!4d19.8786502!16s%2Fg%2F11s7wk33dz!19sChIJb_6FQBYziSURfbr1oDP9uB8?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
tristanfotofilm,Wolbórz,,Tak,http://tristanfotofilm.ovh/,,,,,,,Ma własną stronę WWW (http://tristanfotofilm.ovh/). Maps: https://www.google.com/maps/place/tristanfotofilm/data=!4m7!3m6!1s0x471988e9fba55555:0xbb4c5e935a94b72b!8m2!3d51.4970742!4d19.8295275!16s%2Fg%2F11vywyqmbr!19sChIJVVWl--mIGUcRK7eUWpNeTLs?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Kama Robert Kabziński,Rozprza,508343025,Nie,,,Tak,,,,,"Uzupełniony profil Google (4 opinii, śr. 4.0) + obecność w social media (Facebook), ale niewielka skala (mało opinii/obserwujących) — brak własnej strony. FB(raw): https://www.facebook.com/StudioFotovideoKama | Maps: https://www.google.com/maps/place/Kama+Robert+Kabzi%C5%84ski/data=!4m7!3m6!1s0x4719f5d3d7705081:0x1c333bbfd4dca67c!8m2!3d51.3025747!4d19.6457113!16s%2Fg%2F11c2y1t3kj!19sChIJgVBw19P1GUcRfKbc1L87Mxw?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Bala Studio Fotografii Basia Katulska,Rozprza,721029617,Nie,,,,,,,,"Skąpy profil Google (2 opinii, śr. 5.0) — nie wykryto automatycznie FB/IG/Booksy. Social media NIE zweryfikowane indywidualnie (za duża skala). Maps: https://www.google.com/maps/place/Bala+Studio+Fotografii+Basia+Katulska/data=!4m7!3m6!1s0x4719f5d90ae2db4d:0xdf69360d36ee599a!8m2!3d51.3072729!4d19.638973!16s%2Fg%2F11f9_bxz3m!19sChIJTdviCtn1GUcRmlnuNg02ad8?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Saviccy Studio,Rozprza,508505208,Nie,,,Tak,,,,,"Uzupełniony profil Google + obecność w social media (Facebook), ale niewielka skala (mało opinii/obserwujących) — brak własnej strony. FB(raw): https://www.facebook.com/saviccystudio?locale=pl_PL | Maps: https://www.google.com/maps/place/Saviccy+Studio/data=!4m7!3m6!1s0x4d704813192a89c5:0x1a9f5e29f9438e72!8m2!3d51.2966296!4d19.8135688!16s%2Fg%2F11zgn537bb!19sChIJxYkqGRNIcE0Rco5D-Slenxo?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Studio fotograficzne Barbassa ART. Beata Saktura,Zelów,790607421,Tak,https://barbassa.art/,,,,,,,Ma własną stronę WWW (https://barbassa.art/). Maps: https://www.google.com/maps/place/Studio+fotograficzne+Barbassa+ART.+Beata+Saktura/data=!4m7!3m6!1s0x471a3fdd42c2ab4d:0xf87b3c4ce554d1a0!8m2!3d51.4648353!4d19.2172079!16s%2Fg%2F11mdvzs1ds!19sChIJTavCQt0_GkcRoNFU5Uw8e_g?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Mfoto-Studio,Zelów,501179257,Nie,,,,,,,,"Skąpy profil Google (1 opinii, śr. 5.0) — nie wykryto automatycznie FB/IG/Booksy. Social media NIE zweryfikowane indywidualnie (za duża skala). Maps: https://www.google.com/maps/place/Mfoto-Studio/data=!4m7!3m6!1s0x471a3fc53d5ad0a5:0x65f17af03696ba68!8m2!3d51.4674351!4d19.2220098!16s%2Fg%2F1hhntkp55!19sChIJpdBaPcU_GkcRaLqWNvB68WU?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Anna Zintek Fotografia,Kolonia Łobudzice,,Nie,,,,,,,,"Skąpy profil Google (2 opinii, śr. 5.0) — nie wykryto automatycznie FB/IG/Booksy. Social media NIE zweryfikowane indywidualnie (za duża skala). Maps: https://www.google.com/maps/place/Anna+Zintek+Fotografia/data=!4m7!3m6!1s0x471a3fc3f610134d:0xc9fcaea4341946fb!8m2!3d51.4499191!4d19.2769959!16s%2Fg%2F11qgsgsbfw!19sChIJTRMQ9sM_GkcR-0YZNKSu_Mk?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Real Story Tobiasz Kukieła,Zelów,664369695,Nie,,,Tak,,,,,"Uzupełniony profil Google (1 opinii, śr. 5.0) + obecność w social media (Facebook), ale niewielka skala (mało opinii/obserwujących) — brak własnej strony. FB(raw): https://www.facebook.com/Real-Story-101139321305048 | Maps: https://www.google.com/maps/place/Real+Story+Tobiasz+Kukie%C5%82a/data=!4m7!3m6!1s0x471a3f31df644067:0x14904e378d62d7ba!8m2!3d51.480909!4d19.2098458!16s%2Fg%2F11s1tvnvpk!19sChIJZ0Bk3zE_GkcRutdijTdOkBQ?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
F.H.U. AMI,Zelów,446342236,Nie,,,,,,,,Skąpy profil Google (brak opinii) — nie wykryto automatycznie FB/IG/Booksy. Social media NIE zweryfikowane indywidualnie (za duża skala). Maps: https://www.google.com/maps/place/F.H.U.+AMI/data=!4m7!3m6!1s0x471a3fdb5c5a0305:0xb25013659e5cb8ee!8m2!3d51.465784!4d19.216537!16s%2Fg%2F1v3lnpys!19sChIJBQNaXNs_GkcR7rhcnmUTULI?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Ślub Snów,Zelów,,Nie,,,,,,,,Skąpy profil Google (brak opinii) — nie wykryto automatycznie FB/IG/Booksy. Social media NIE zweryfikowane indywidualnie (za duża skala). Maps: https://www.google.com/maps/place/%C5%9Alub+Sn%C3%B3w/data=!4m7!3m6!1s0x471a3fe66a89f8df:0xa75596935ed6b54f!8m2!3d51.4677064!4d19.2027524!16s%2Fg%2F11xc0pfxt!19sChIJ3_iJauY_GkcRT7XWXpOWVac?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
AS DIANA STUDIO FOTOGRAFICZNE Sławomir Rudziński,Przedbórz,504212948,Tak,https://as-diana-studio-fotograficzne-sawomir-rudzinski.business.site/,,,,,,,Ma własną stronę WWW (https://as-diana-studio-fotograficzne-sawomir-rudzinski.business.site/). Własna strona to darmowa wizytówka Google Sites — dobry kandydat na upgrade do prawdziwej strony. Maps: https://www.google.com/maps/place/AS+DIANA+STUDIO+FOTOGRAFICZNE+S%C5%82awomir+Rudzi%C5%84ski/data=!4m7!3m6!1s0x4719e6ce12f2b465:0x8160e075a53f7266!8m2!3d51.0869312!4d19.8750625!16s%2Fg%2F1tfv3wn_!19sChIJZbTyEs7mGUcRZnI_pXXgYIE?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Creative Studio,Przedbórz,,Nie,,,Tak,,,,,"Bardzo dobra widoczność: brak własnej strony, ale aktywne social media (Facebook) i 11 opinii Google śr. 4.6 — najlepszy typ leada (dużo ruchu, zero www). FB(raw): https://www.facebook.com/Creative-Studio-107107545016757/ | Maps: https://www.google.com/maps/place/Creative+Studio/data=!4m7!3m6!1s0x4719e7cebf22287d:0xe9e903d5a6e6c6a9!8m2!3d51.0892407!4d19.8699357!16s%2Fg%2F11pd1y794b!19sChIJfSgiv87nGUcRqcbmptUD6ek?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Pronet Internet Adam Świech,Przedbórz,693066146,Tak,http://www.pronet-internet.pl/,,,,,,,Ma własną stronę WWW (http://www.pronet-internet.pl/). Maps: https://www.google.com/maps/place/Pronet+Internet+Adam+%C5%9Awiech/data=!4m7!3m6!1s0x4719e6c89dbe3063:0xce462394bc708e1!8m2!3d51.089309!4d19.870792!16s%2Fg%2F1tdfgfl6!19sChIJYzC-ncjmGUcR4QjHSzli5Aw?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
FOTOGRAFIA Damian Kuzdak,Przedbórz,,Tak,https://www.damiankuzdak.com/,,,,,,,Ma własną stronę WWW (https://www.damiankuzdak.com/). Maps: https://www.google.com/maps/place/FOTOGRAFIA+Damian+Kuzdak/data=!4m7!3m6!1s0x60fb2fe55bd4d897:0x69967d453febb00f!8m2!3d51.0826923!4d19.8745797!16s%2Fg%2F11v5941sh8!19sChIJl9jUW-Uv-2ARD7DrP0V9lmk?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Zakład fotograficzny,Szczerców,,Nie,,,,,,,,"Bardzo słaby profil Google (2 opinii, śr. 5.0), brak jakiejkolwiek aktywności w social media (zweryfikowano) — firma praktycznie niewidoczna online. Maps: https://www.google.com/maps/place/Zak%C5%82ad+fotograficzny/data=!4m7!3m6!1s0x471a130057f3881b:0x9296218779fd03e0!8m2!3d51.331655!4d19.111993!16s%2Fg%2F11zhwd2mdm!19sChIJG4jzVwATGkcR4AP9eYchlpI?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Fotograf Kamil Przybył,Szczerców,721886609,Nie,,,Tak,,,,,"Bardzo dobra widoczność: brak własnej strony, ale aktywne social media (Facebook) i 11 opinii Google śr. 5.0 — najlepszy typ leada (dużo ruchu, zero www). FB(raw): http://www.facebook.com/fotografkamilprzybyl | Maps: https://www.google.com/maps/place/Fotograf+Kamil+Przyby%C5%82/data=!4m7!3m6!1s0x471a12e859a58751:0x8ea1656ec39013f7!8m2!3d51.3089601!4d19.1007955!16s%2Fg%2F1ptvtrhjt!19sChIJUYelWegSGkcR9xOQw25loY4?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Zakład fotograficzny,Ujazd,447192566,Nie,,,,,,,,"Uzupełniony profil Google (24 opinii, śr. 4.8), zdjęcia — ale brak Facebooka, Instagrama i Booksy (zweryfikowano). Maps: https://www.google.com/maps/place/Zak%C5%82ad+fotograficzny/data=!4m7!3m6!1s0x4719814d74e3f093:0x14f78d600dc9b676!8m2!3d51.599127!4d19.920893!16s%2Fg%2F1hc7gvtcw!19sChIJk_DjdE2BGUcRdrbJDWCN9xQ?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Maciej Kozakow,Ujazd,608804593,Nie,,,,,,,,"Uzupełniony profil Google (6 opinii, śr. 4.3) — nie wykryto automatycznie FB/IG/Booksy. Social media NIE zweryfikowane indywidualnie (za duża skala) — sprawdzić ręcznie przed telefonem. Maps: https://www.google.com/maps/place/Maciej+Kozakow/data=!4m7!3m6!1s0x4719814d0ae80879:0x14609e76eabc7871!8m2!3d51.5990909!4d19.9208256!16s%2Fg%2F11h48w_53z!19sChIJeQjoCk2BGUcRcXi86naeYBQ?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Foto Styl,Ujazd,,Nie,,,,,,,,"Skąpy profil Google (2 opinii, śr. 4.5) — nie wykryto automatycznie FB/IG/Booksy. Social media NIE zweryfikowane indywidualnie (za duża skala). Maps: https://www.google.com/maps/place/Foto+Styl/data=!4m7!3m6!1s0x4719814d757895c1:0x5ca164eb087404bb!8m2!3d51.5991057!4d19.9209452!16s%2Fg%2F11ghp3dx9c!19sChIJwZV4dU2BGUcRuwR0COtkoVw?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Zamek Kazimierzowski Inowłódz,Inowłódz,447260134,Tak,http://www.gckinowlodz.naszgok.pl/,,,,,,,Ma własną stronę WWW (http://www.gckinowlodz.naszgok.pl/). Maps: https://www.google.com/maps/place/Zamek+Kazimierzowski+Inow%C5%82%C3%B3dz/data=!4m7!3m6!1s0x471999203fd89681:0xe8e7e556e273ef3!8m2!3d51.5237099!4d20.2202488!16s%2Fg%2F121k3m6w!19sChIJgZbYPyCZGUcR8z4nblV-jg4?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
MS-Photo Marcel Sztandarski,Inowłódz,574643978,Tak,https://msphoto23.myportfolio.com/,,,,,,,Ma własną stronę WWW (https://msphoto23.myportfolio.com/). Maps: https://www.google.com/maps/place/MS-Photo+Marcel+Sztandarski/data=!4m7!3m6!1s0xa28d15fb0853b8d:0x5d9204dc8461fd33!8m2!3d51.520596!4d20.0259172!16s%2Fg%2F11jztkvmc1!19sChIJjTuFsF_RKAoRM_1hhNwEkl0?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
