Firma,Miasto,Telefon,Czy mają własną stronę?,Strona WWW,Instagram,Facebook,Booksy,YouTube,TikTok,Jakość,Notatki scrapera
Blank Studio,Tomaszów Mazowiecki,,Tak,http://blankstudio.pl/,,,,,,6,Ma własną stronę WWW (http://blankstudio.pl/). Maps: https://www.google.com/maps/place/Blank+Studio/data=!4m7!3m6!1s0x47198525bed217eb:0x2185f25a3a67659e!8m2!3d51.5311945!4d20.0086471!16s%2Fg%2F11zlq4whf!19sChIJ6xfSviWFGUcRnmVnOlryhSE?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Fotografia ślubna fotoduet.pl,Tomaszów Mazowiecki,607194837,Nie,,,,,,,1,Skąpy profil Google (brak opinii) — nie wykryto automatycznie FB/IG/Booksy. Social media NIE zweryfikowane indywidualnie (za duża skala). Maps: https://www.google.com/maps/place/Fotografia+%C5%9Blubna+fotoduet.pl/data=!4m7!3m6!1s0x4719856cccf42d8b:0xd1d7a23709464f6a!8m2!3d51.5255198!4d19.9905123!16s%2Fg%2F11wmzv3d2m!19sChIJiy30zGyFGUcRak9GCTei19E?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Palmowski Maciej. Usługi fotograficzne,Sulejów,446172249,Tak,http://www.foto-palmowscy.pl/,,,,,,6,Ma własną stronę WWW (http://www.foto-palmowscy.pl/). Maps: https://www.google.com/maps/place/Palmowski+Maciej.+Us%C5%82ugi+fotograficzne/data=!4m7!3m6!1s0x47198d5bb6930583:0x2a54a71198d65acf!8m2!3d51.3548636!4d19.881877!16s%2Fg%2F1x5f92_8!19sChIJgwWTtluNGUcRz1rWmBGnVCo?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Ann Photo Anna Górna,Sulejów,693100808,Nie,,,Tak,,,,4,"Bardzo dobra widoczność: brak własnej strony, ale aktywne social media (Facebook) i 26 opinii Google śr. 5.0 — najlepszy typ leada (dużo ruchu, zero www). FB(raw): https://www.facebook.com/Ann.Photography.Sulejow | Maps: https://www.google.com/maps/place/Ann+Photo+Anna+G%C3%B3rna/data=!4m7!3m6!1s0x47199299f6a01807:0xa9688407e1ffa1f8!8m2!3d51.362381!4d19.9129979!16s%2Fg%2F11cnxzdpfc!19sChIJBxig9pmSGUcR-KH_4QeEaKk?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Szkatulski_Photography,Sulejów,669889133,Nie,,Tak,,,,,3,"Uzupełniony profil Google + obecność w social media (Instagram), ale niewielka skala (mało opinii/obserwujących) — brak własnej strony. IG(raw): https://www.instagram.com/szkatulski_photography/ | Maps: https://www.google.com/maps/place/Szkatulski_Photography/data=!4m7!3m6!1s0x4719930045d3c705:0x28044931c54107e1!8m2!3d51.3630925!4d19.918288!16s%2Fg%2F11z911fw3m!19sChIJBcfTRQCTGUcR4QdBxTFJBCg?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Magdalena Suszka-Krawiec Fotografia,Sulejów,697035198,Nie,,,Tak,,,,3,"Uzupełniony profil Google (4 opinii, śr. 5.0) + obecność w social media (Facebook), ale niewielka skala (mało opinii/obserwujących) — brak własnej strony. FB(raw): https://www.facebook.com/MagdalenaSuszkaKrawiecFotografia/ | Maps: https://www.google.com/maps/place/Magdalena+Suszka-Krawiec+Fotografia/data=!4m7!3m6!1s0x258933164085fe6f:0x1fb8fd33a0f5ba7d!8m2!3d51.3539718!4d19.8786502!16s%2Fg%2F11s7wk33dz!19sChIJb_6FQBYziSURfbr1oDP9uB8?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
tristanfotofilm,Wolbórz,,Tak,http://tristanfotofilm.ovh/,,,,,,6,Ma własną stronę WWW (http://tristanfotofilm.ovh/). Maps: https://www.google.com/maps/place/tristanfotofilm/data=!4m7!3m6!1s0x471988e9fba55555:0xbb4c5e935a94b72b!8m2!3d51.4970742!4d19.8295275!16s%2Fg%2F11vywyqmbr!19sChIJVVWl--mIGUcRK7eUWpNeTLs?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Kama Robert Kabziński,Rozprza,508343025,Nie,,,Tak,,,,3,"Uzupełniony profil Google (4 opinii, śr. 4.0) + obecność w social media (Facebook), ale niewielka skala (mało opinii/obserwujących) — brak własnej strony. FB(raw): https://www.facebook.com/StudioFotovideoKama | Maps: https://www.google.com/maps/place/Kama+Robert+Kabzi%C5%84ski/data=!4m7!3m6!1s0x4719f5d3d7705081:0x1c333bbfd4dca67c!8m2!3d51.3025747!4d19.6457113!16s%2Fg%2F11c2y1t3kj!19sChIJgVBw19P1GUcRfKbc1L87Mxw?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Bala Studio Fotografii Basia Katulska,Rozprza,721029617,Nie,,,,,,,1,"Skąpy profil Google (2 opinii, śr. 5.0) — nie wykryto automatycznie FB/IG/Booksy. Social media NIE zweryfikowane indywidualnie (za duża skala). Maps: https://www.google.com/maps/place/Bala+Studio+Fotografii+Basia+Katulska/data=!4m7!3m6!1s0x4719f5d90ae2db4d:0xdf69360d36ee599a!8m2!3d51.3072729!4d19.638973!16s%2Fg%2F11f9_bxz3m!19sChIJTdviCtn1GUcRmlnuNg02ad8?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Saviccy Studio,Rozprza,508505208,Nie,,,Tak,,,,3,"Uzupełniony profil Google + obecność w social media (Facebook), ale niewielka skala (mało opinii/obserwujących) — brak własnej strony. FB(raw): https://www.facebook.com/saviccystudio?locale=pl_PL | Maps: https://www.google.com/maps/place/Saviccy+Studio/data=!4m7!3m6!1s0x4d704813192a89c5:0x1a9f5e29f9438e72!8m2!3d51.2966296!4d19.8135688!16s%2Fg%2F11zgn537bb!19sChIJxYkqGRNIcE0Rco5D-Slenxo?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Studio fotograficzne Barbassa ART. Beata Saktura,Zelów,790607421,Tak,https://barbassa.art/,,,,,,6,Ma własną stronę WWW (https://barbassa.art/). Maps: https://www.google.com/maps/place/Studio+fotograficzne+Barbassa+ART.+Beata+Saktura/data=!4m7!3m6!1s0x471a3fdd42c2ab4d:0xf87b3c4ce554d1a0!8m2!3d51.4648353!4d19.2172079!16s%2Fg%2F11mdvzs1ds!19sChIJTavCQt0_GkcRoNFU5Uw8e_g?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Mfoto-Studio,Zelów,501179257,Nie,,,,,,,1,"Skąpy profil Google (1 opinii, śr. 5.0) — nie wykryto automatycznie FB/IG/Booksy. Social media NIE zweryfikowane indywidualnie (za duża skala). Maps: https://www.google.com/maps/place/Mfoto-Studio/data=!4m7!3m6!1s0x471a3fc53d5ad0a5:0x65f17af03696ba68!8m2!3d51.4674351!4d19.2220098!16s%2Fg%2F1hhntkp55!19sChIJpdBaPcU_GkcRaLqWNvB68WU?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Anna Zintek Fotografia,Kolonia Łobudzice,,Nie,,,,,,,1,"Skąpy profil Google (2 opinii, śr. 5.0) — nie wykryto automatycznie FB/IG/Booksy. Social media NIE zweryfikowane indywidualnie (za duża skala). Maps: https://www.google.com/maps/place/Anna+Zintek+Fotografia/data=!4m7!3m6!1s0x471a3fc3f610134d:0xc9fcaea4341946fb!8m2!3d51.4499191!4d19.2769959!16s%2Fg%2F11qgsgsbfw!19sChIJTRMQ9sM_GkcR-0YZNKSu_Mk?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Real Story Tobiasz Kukieła,Zelów,664369695,Nie,,,Tak,,,,3,"Uzupełniony profil Google (1 opinii, śr. 5.0) + obecność w social media (Facebook), ale niewielka skala (mało opinii/obserwujących) — brak własnej strony. FB(raw): https://www.facebook.com/Real-Story-101139321305048 | Maps: https://www.google.com/maps/place/Real+Story+Tobiasz+Kukie%C5%82a/data=!4m7!3m6!1s0x471a3f31df644067:0x14904e378d62d7ba!8m2!3d51.480909!4d19.2098458!16s%2Fg%2F11s1tvnvpk!19sChIJZ0Bk3zE_GkcRutdijTdOkBQ?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
F.H.U. AMI,Zelów,446342236,Nie,,,,,,,1,Skąpy profil Google (brak opinii) — nie wykryto automatycznie FB/IG/Booksy. Social media NIE zweryfikowane indywidualnie (za duża skala). Maps: https://www.google.com/maps/place/F.H.U.+AMI/data=!4m7!3m6!1s0x471a3fdb5c5a0305:0xb25013659e5cb8ee!8m2!3d51.465784!4d19.216537!16s%2Fg%2F1v3lnpys!19sChIJBQNaXNs_GkcR7rhcnmUTULI?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Ślub Snów,Zelów,,Nie,,,,,,,1,Skąpy profil Google (brak opinii) — nie wykryto automatycznie FB/IG/Booksy. Social media NIE zweryfikowane indywidualnie (za duża skala). Maps: https://www.google.com/maps/place/%C5%9Alub+Sn%C3%B3w/data=!4m7!3m6!1s0x471a3fe66a89f8df:0xa75596935ed6b54f!8m2!3d51.4677064!4d19.2027524!16s%2Fg%2F11xc0pfxt!19sChIJ3_iJauY_GkcRT7XWXpOWVac?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
AS DIANA STUDIO FOTOGRAFICZNE Sławomir Rudziński,Przedbórz,504212948,Tak,https://as-diana-studio-fotograficzne-sawomir-rudzinski.business.site/,,,,,,6,Ma własną stronę WWW (https://as-diana-studio-fotograficzne-sawomir-rudzinski.business.site/). Własna strona to darmowa wizytówka Google Sites — dobry kandydat na upgrade do prawdziwej strony. Maps: https://www.google.com/maps/place/AS+DIANA+STUDIO+FOTOGRAFICZNE+S%C5%82awomir+Rudzi%C5%84ski/data=!4m7!3m6!1s0x4719e6ce12f2b465:0x8160e075a53f7266!8m2!3d51.0869312!4d19.8750625!16s%2Fg%2F1tfv3wn_!19sChIJZbTyEs7mGUcRZnI_pXXgYIE?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Creative Studio,Przedbórz,,Nie,,,Tak,,,,4,"Bardzo dobra widoczność: brak własnej strony, ale aktywne social media (Facebook) i 11 opinii Google śr. 4.6 — najlepszy typ leada (dużo ruchu, zero www). FB(raw): https://www.facebook.com/Creative-Studio-107107545016757/ | Maps: https://www.google.com/maps/place/Creative+Studio/data=!4m7!3m6!1s0x4719e7cebf22287d:0xe9e903d5a6e6c6a9!8m2!3d51.0892407!4d19.8699357!16s%2Fg%2F11pd1y794b!19sChIJfSgiv87nGUcRqcbmptUD6ek?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
FOTOGRAFIA Damian Kuzdak,Przedbórz,,Tak,https://www.damiankuzdak.com/,,,,,,6,Ma własną stronę WWW (https://www.damiankuzdak.com/). Maps: https://www.google.com/maps/place/FOTOGRAFIA+Damian+Kuzdak/data=!4m7!3m6!1s0x60fb2fe55bd4d897:0x69967d453febb00f!8m2!3d51.0826923!4d19.8745797!16s%2Fg%2F11v5941sh8!19sChIJl9jUW-Uv-2ARD7DrP0V9lmk?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Zakład fotograficzny,Szczerców,,Nie,,,,,,,1,"Bardzo słaby profil Google (2 opinii, śr. 5.0), brak jakiejkolwiek aktywności w social media (zweryfikowano) — firma praktycznie niewidoczna online. Maps: https://www.google.com/maps/place/Zak%C5%82ad+fotograficzny/data=!4m7!3m6!1s0x471a130057f3881b:0x9296218779fd03e0!8m2!3d51.331655!4d19.111993!16s%2Fg%2F11zhwd2mdm!19sChIJG4jzVwATGkcR4AP9eYchlpI?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Fotograf Kamil Przybył,Szczerców,721886609,Nie,,,Tak,,,,4,"Bardzo dobra widoczność: brak własnej strony, ale aktywne social media (Facebook) i 11 opinii Google śr. 5.0 — najlepszy typ leada (dużo ruchu, zero www). FB(raw): http://www.facebook.com/fotografkamilprzybyl | Maps: https://www.google.com/maps/place/Fotograf+Kamil+Przyby%C5%82/data=!4m7!3m6!1s0x471a12e859a58751:0x8ea1656ec39013f7!8m2!3d51.3089601!4d19.1007955!16s%2Fg%2F1ptvtrhjt!19sChIJUYelWegSGkcR9xOQw25loY4?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Zakład fotograficzny,Ujazd,447192566,Nie,,,,,,,4,"Uzupełniony profil Google (24 opinii, śr. 4.8), zdjęcia — ale brak Facebooka, Instagrama i Booksy (zweryfikowano). Maps: https://www.google.com/maps/place/Zak%C5%82ad+fotograficzny/data=!4m7!3m6!1s0x4719814d74e3f093:0x14f78d600dc9b676!8m2!3d51.599127!4d19.920893!16s%2Fg%2F1hc7gvtcw!19sChIJk_DjdE2BGUcRdrbJDWCN9xQ?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Maciej Kozakow,Ujazd,608804593,Nie,,,,,,,2,"Uzupełniony profil Google (6 opinii, śr. 4.3) — nie wykryto automatycznie FB/IG/Booksy. Social media NIE zweryfikowane indywidualnie (za duża skala) — sprawdzić ręcznie przed telefonem. Maps: https://www.google.com/maps/place/Maciej+Kozakow/data=!4m7!3m6!1s0x4719814d0ae80879:0x14609e76eabc7871!8m2!3d51.5990909!4d19.9208256!16s%2Fg%2F11h48w_53z!19sChIJeQjoCk2BGUcRcXi86naeYBQ?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Foto Styl,Ujazd,,Nie,,,,,,,1,"Skąpy profil Google (2 opinii, śr. 4.5) — nie wykryto automatycznie FB/IG/Booksy. Social media NIE zweryfikowane indywidualnie (za duża skala). Maps: https://www.google.com/maps/place/Foto+Styl/data=!4m7!3m6!1s0x4719814d757895c1:0x5ca164eb087404bb!8m2!3d51.5991057!4d19.9209452!16s%2Fg%2F11ghp3dx9c!19sChIJwZV4dU2BGUcRuwR0COtkoVw?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
MS-Photo Marcel Sztandarski,Inowłódz,574643978,Tak,https://msphoto23.myportfolio.com/,,,,,,6,Ma własną stronę WWW (https://msphoto23.myportfolio.com/). Maps: https://www.google.com/maps/place/MS-Photo+Marcel+Sztandarski/data=!4m7!3m6!1s0xa28d15fb0853b8d:0x5d9204dc8461fd33!8m2!3d51.520596!4d20.0259172!16s%2Fg%2F11jztkvmc1!19sChIJjTuFsF_RKAoRM_1hhNwEkl0?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Czesław Abratkiewicz,Piotrków Trybunalski,721778121,Nie,,,,,,,1,"Skąpy profil Google (1 opinii, śr. 5) — nie wykryto automatycznie FB/IG/Booksy z wizytówki Google. | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Czes%C5%82aw+Abratkiewicz/data=!4m7!3m6!1s0x47198a8fcc71afe7:0x6336b75818638943!8m2!3d51.4090118!4d19.6855692!16s%2Fg%2F11h2l8jjj5!19sChIJ569xzI-KGUcRQ4ljGFi3NmM?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Wieczorek Studio. Film&Foto,Piotrków Trybunalski,662196372,Nie,,,,,,,3,"Uzupełniony profil Google (14 opinii, śr. 4.6) — automatycznie nie wykryto Facebooka/Instagrama/Booksy z wizytówki Google (dane ze scrapera, nie zweryfikowano recznie kazdego profilu). | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Wieczorek+Studio.+Film%26Foto/data=!4m7!3m6!1s0x47198a9a3d646a9b:0x9dd6041d9ec5b278!8m2!3d51.4049211!4d19.6766187!16s%2Fg%2F11c2q41cxs!19sChIJm2pkPZqKGUcReLLFnh0E1p0?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Westrych Robert. Studio fotograficzne,Piotrków Trybunalski,601717375,Nie,,,,,,,2,"Skąpy profil Google (3 opinii, śr. 4.7) — nie wykryto automatycznie FB/IG/Booksy z wizytówki Google. | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Westrych+Robert.+Studio+fotograficzne/data=!4m7!3m6!1s0x47198a8ddbbac233:0x3d2ac7a90b005743!8m2!3d51.4090782!4d19.6907393!16s%2Fg%2F1td1t5q1!19sChIJM8K6242KGUcRQ1cAC6nHKj0?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Wedding Art Studio,Piotrków Trybunalski,723658040,Tak,http://weddingartstudio.pl/,,,,,,6,Ma własną stronę WWW (http://weddingartstudio.pl/). | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Wedding+Art+Studio/data=!4m7!3m6!1s0x47198a576d3092d5:0x15ff30f45e1b61a5!8m2!3d51.4160688!4d19.722519!16s%2Fg%2F1tf9rksl!19sChIJ1ZIwbVeKGUcRpWEbXvQw_xU?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Dwie Historie,Bełchatów,516619694,Tak,http://www.dwiehistorie.pl/,,,,,,6,Ma własną stronę WWW (http://www.dwiehistorie.pl/). | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Dwie+Historie/data=!4m7!3m6!1s0x471a1be60409285f:0xbfb65b85002485ea!8m2!3d51.3200221!4d19.4417468!16s%2Fg%2F11f1p95jg1!19sChIJXygJBOYbGkcR6oUkAIVbtr8?authuser=0&hl=pl&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1
Mateusz Siedlecki Fotografia,Bełchatów,668123305,Tak,http://mateuszsiedlecki.pl/,,,,,,6,Ma własną stronę WWW (http://mateuszsiedlecki.pl/). | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Mateusz+Siedlecki+Fotografia/data=!4m7!3m6!1s0x471a19ec676504e3:0x66257d3597f10849!8m2!3d51.5143519!4d19.3668898!16s%2Fg%2F11bw4_29bc!19sChIJ4wRlZ-wZGkcRSQjxlzV9JWY?authuser=0&hl=pl&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1
Konik Studio,Bełchatów,,Nie,,,,,,,1,"Skąpy profil Google (2 opinii, śr. 5) — nie wykryto automatycznie FB/IG/Booksy z wizytówki Google. | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Konik+Studio/data=!4m7!3m6!1s0x471a19ec23ea3cef:0x5673b99d019b4490!8m2!3d51.3547314!4d19.3853983!16s%2Fg%2F1tdzdrcw!19sChIJ7zzqI-wZGkcRkESbAZ25c1Y?authuser=0&hl=pl&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1"
Studio Figura Bełchatów Katarzyna Tabała,Bełchatów,693551008,Nie,,,Tak,,,,5,"Bardzo dobra widoczność: brak własnej strony, ale aktywne social media (Facebook) i 69 opinii Google śr. 5 — najlepszy typ leada (dużo ruchu, zero www). | FB: https://www.facebook.com/p/Studio-Figura-Be%C5%82chat%C3%B3w-61558608170772/ | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Studio+Figura+Be%C5%82chat%C3%B3w+Katarzyna+Taba%C5%82a/data=!4m7!3m6!1s0x6aa5cb74ab77952d:0xe703fdec5b65b21!8m2!3d51.3677487!4d19.3879084!16s%2Fg%2F11wnqtsk8p!19sChIJLZV3q3TLpWoRIVu2xd4_cA4?authuser=0&hl=pl&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1"
Video Flash,Bełchatów,601517613,Tak,http://www.videoflash.com.pl/,,,,,,6,Ma własną stronę WWW (http://www.videoflash.com.pl/). | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Video+Flash/data=!4m7!3m6!1s0x4171b7db1a2e7155:0xdb8970da8e3ff09b!8m2!3d51.3238336!4d19.3536061!16s%2Fg%2F11b6_jjr14!19sChIJVXEuGtu3cUERm_A_jtpwids?authuser=0&hl=pl&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1
Superfilmowanie,Radomsko,509372876,Tak,http://superfilmowanie.pl/,,,,,,6,Ma własną stronę WWW (http://superfilmowanie.pl/). | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Superfilmowanie/data=!4m7!3m6!1s0x47175592ea49cd0b:0x7f0b49b475f6c6d1!8m2!3d51.0675507!4d19.4411303!16s%2Fg%2F11h6tjg1cc!19sChIJC81J6pJVF0cR0cb2dbRJC38?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
GOLDFACEFOTO Michał Bus,Strzałków (gm. Radomsko),504207080,Tak,https://www.goldfacefoto.pl/,,,,,,6,Ma własną stronę WWW (https://www.goldfacefoto.pl/). | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/GOLDFACEFOTO+Micha%C5%82+Bus/data=!4m7!3m6!1s0x8daf0a54814e6b11:0xe2dce22ec1743d5b!8m2!3d51.0584114!4d19.4752463!16s%2Fg%2F11ywdv4vgt!19sChIJEWtOgVQKr40RWz10wS7i3OI?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Foto Emi. Modzelewska A.,Tomaszów Mazowiecki,503717029,Tak,https://www.gdziewesele.pl/fotovideo/tomaszow-mazowiecki,,,,,,6,Ma własną stronę WWW (https://www.gdziewesele.pl/fotovideo/tomaszow-mazowiecki). | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Foto+Emi.+Modzelewska+A./data=!4m7!3m6!1s0x471984fd20a1d89b:0xb5d4e1fdfd64ccae!8m2!3d51.5444812!4d19.9813894!16s%2Fg%2F1tf06dsn!19sChIJm9ihIP2EGUcRrsxk_f3h1LU?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Bokar | Bogdan Karliński,Będków,601301053,Tak,http://bokar.pl/,,,,,,6,Ma własną stronę WWW (http://bokar.pl/). | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Bokar+%7C+Bogdan+Karli%C5%84ski/data=!4m7!3m6!1s0x471a29b5cb3f69b3:0xa9f03bc44c61f63a!8m2!3d51.5856661!4d19.7574514!16s%2Fg%2F11crzfbxv_!19sChIJs2k_y7UpGkcROvZhTMQ78Kk?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
FVB Studio – Fotografia i Film Ślubny,Zalesice (gm. Ujazd),502494275,Tak,https://fvbstudio.pl/,,,,,,6,Ma własną stronę WWW (https://fvbstudio.pl/). | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/FVB+Studio+%E2%80%93+Fotografia+i+Film+%C5%9Alubny/data=!4m7!3m6!1s0x47198b299ae1334f:0x1a7bb96e80fc6975!8m2!3d51.376835!4d19.7103499!16s%2Fg%2F11c3k50f1z!19sChIJTzPhmimLGUcRdWn8gG65exo?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Malina Studio Fotograficzne,Łękińsko (gm. Radomsko),695500902,Tak,http://www.studio-malina.pl/,,,,,,6,Ma własną stronę WWW (http://www.studio-malina.pl/). | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Malina+Studio+Fotograficzne/data=!4m7!3m6!1s0x471751ff49a0d76d:0xe38ae221fd7064ab!8m2!3d51.2129344!4d19.3312708!16s%2Fg%2F11fjxv2tjv!19sChIJbdegSf9RF0cRq2Rw_SHiiuM?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Catch the moments,Stobiecko Szlacheckie (gm. Radomsko),607076645,Nie,,,Tak,,,,4,"Bardzo dobra widoczność: brak własnej strony, ale aktywne social media (Facebook) i 17 opinii Google śr. 5 — najlepszy typ leada (dużo ruchu, zero www). | FB: https://www.facebook.com/share/1D3s9wQgPq/ | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Catch+the+moments/data=!4m7!3m6!1s0x471a0100689286eb:0x72141c4901c25a52!8m2!3d51.1003972!4d19.3982422!16s%2Fg%2F11yt4rbb12!19sChIJ64aSaAABGkcRUlrCAUkcFHI?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Tomasz Kowalski • W JEDNYM ODBICIU • Fotografia i Film Ślubny Radomsko | Cała Polska,Ładzice (gm. Radomsko),723916370,Tak,https://tkfotovideo.pl/,,,,,,6,Ma własną stronę WWW (https://tkfotovideo.pl/). | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Tomasz+Kowalski+%E2%80%A2+W+JEDNYM+ODBICIU+%E2%80%A2+Fotografia+i+Film+%C5%9Alubny+Radomsko+%7C+Ca%C5%82a+Polska/data=!4m7!3m6!1s0x7bfca9b89ec2ea1:0xaea2da65128c264b!8m2!3d51.0721558!4d19.2493666!16s%2Fg%2F11s8zpbm68!19sChIJoS7siZvKvwcRSyaMEmXaoq4?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Fotoiska Izabela Powroźnik,Gidle,517216138,Tak,http://www.fotoiska.pl/,,,,,,6,Ma własną stronę WWW (http://www.fotoiska.pl/). | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Fotoiska+Izabela+Powro%C5%BAnik/data=!4m7!3m6!1s0x471753656ecf01a3:0x5ff1ed97c0e5bab0!8m2!3d50.9630169!4d19.4650528!16s%2Fg%2F11gyc1ymv_!19sChIJowHPbmVTF0cRsLrlwJft8V8?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Fotograf Ślubny Patryk Woźniak Fotografia,Kleszczów,727930414,Tak,https://patrykwozniak.com/,,,,,,6,Ma własną stronę WWW (https://patrykwozniak.com/). | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Fotograf+%C5%9Alubny+Patryk+Wo%C5%BAniak+Fotografia/data=!4m7!3m6!1s0x471a05dabff9f11b:0xa1019ac8ed7626f6!8m2!3d51.2109093!4d19.3148656!16s%2Fg%2F11fwvmwrm0!19sChIJG_H5v9oFGkcR9iZ27ciaAaE?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
